rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,ls_period,ls_power,period_discrepancy_ratio,fap_ls
6237,6238,6455.01,6455,255588086,255588086.01,1,PC,06h27m26.79s,96.861635,,,-52d17m52.11s,-52.297808,,,-3.564,0.059,-0.059,0.0,1.0,-8.856,0.047,-0.047,0.0,1.0,2459963.646985,0.000437,-0.000437,0,1,0.8970559,3.1e-06,-3.1e-06,0,1,1.7688635,0.0547836,-0.0547836,0,1,2702.7874118,64.76678,-64.76678,0,1,15.8462774,7.714551,-7.714551,0,1,11175.4143383,,,,,2622.3198236,,,,,10.9421,0.006,-0.006,0,1,409.393,5.0035,-5.0035,0,1,5811.0,32.9,-32.9,0,1,3.78,0.75,-0.75,0,1,1.84758,0.0888945,-0.0888945,0,1,2023-05-18 22:33:04,2024-12-05 16:02:02,0.8969555863164784,0.01148342553373296,1.000111837960599,4.939857351627327e-221
6284,6285,6498.01,6498,371596277,371596277.01,1,PC,09h51m32.48s,147.885334,,,-67d06m46.97s,-67.113047,,,22.363,0.022,-0.022,0.0,1.0,-30.381,0.023,-0.023,0.0,1.0,2460031.276647,0.004257,-0.004257,0,1,22.5095172,9.67e-05,-9.67e-05,0,1,4.509,0.435,-0.435,0,1,26199.0,1084.52,-1084.52,0,1,12.0156,,,0,1,14.3836,,,,,542.0,,,,,13.0303,0.006,-0.006,0,1,332.357,1.4115,-1.4115,0,1,4952.0,122.0,-122.0,0,1,4.5,,,0,1,0.84,,,0,1,2023-06-15 21:44:30,2024-08-22 10:08:01,2.7743608295754147,0.017076833478513506,8.113406504317188,1.795387060404313e-64
6330,6331,654.01,654,35009898,35009898.01,1,CP,10h58m53.89s,164.724551,,,-05d32m51.16s,-5.547545,,,99.174,0.097,-0.097,0.0,1.0,-266.107,0.069,-0.069,0.0,1.0,2458543.433731,0.000513,-0.000513,0,1,1.5275639,3.1e-06,-3.1e-06,0,1,1.3727055,0.0813997,-0.0813997,0,1,2892.4227936,122.99816,-122.99816,0,1,2.6103318,0.1346004,-0.1346004,0,1,59.3669472,,,,,707.9554489,,,,,12.2255,0.007,-0.007,0,1,57.7553,0.18245,-0.18245,0,1,3433.0,86.0,-86.0,0,1,4.89676,0.432223,-0.432223,0,1,0.427953,0.0127854,-0.0127854,0,1,2019-05-07 15:39:33,2025-04-21 12:03:49,2.28872744493295,0.000793742931219575,0.667429362715031,1.7860398306148724e-23
6389,6390,6593.01,6593,241297273,241297273.01,1,PC,13h34m25.06s,203.604407,,,-49d17m28.29s,-49.291192,,,18.416,0.063,-0.063,0.0,1.0,-25.581,0.071,-0.071,0.0,1.0,2460056.002371,0.002996,-0.002996,0,1,8.4325164,3.07e-05,-3.07e-05,0,1,1.731,0.487,-0.487,0,1,8796.0,924.171,-924.171,0,1,9.45527,0.771581,-0.771581,0,1,26.3135,,,,,630.0,,,,,12.925,0.006,-0.006,0,1,431.429,6.3505,-6.3505,0,1,5300.0,123.2,-123.2,0,1,4.41,0.08,-0.08,0,1,0.98,0.05,-0.05,0,1,2023-07-20 23:31:19,2024-08-22 10:08:01,,,,
6444,6445,6641.01,6641,241525834,241525834.01,1,PC,13h46m11.77s,206.54904,,,-53d21m25.87s,-53.357187,,,8.22,0.134,-0.134,0.0,1.0,-11.375,0.143,-0.143,0.0,1.0,2460092.673541,0.002102,-0.002102,0,1,1.9647786,0.0003361,-0.0003361,0,1,1.586,0.184,-0.184,0,1,60692.0,4986.43,-4986.43,0,1,15.9566,0.934747,-0.934747,0,1,39.1755,,,,,696.0,,,,,14.85,0.009,-0.009,0,1,297.833,5.817,-5.817,0,1,3314.0,157.0,-157.0,0,1,4.62,0.01,-0.01,0,1,0.64,0.02,-0.02,0,1,2023-08-15 20:53:48,2025-07-22 12:04:25,,,,
6461,6462,6654.01,6654,278726770,278726770.01,1,PC,06h37m38.87s,99.411971,,,-57d05m14.25s,-57.087293,,,5.936,0.047,-0.047,0.0,1.0,9.719,0.052,-0.052,0.0,1.0,2460174.245053,0.002278,-0.002278,0,1,9.5160627,2.66e-05,-2.66e-05,0,1,1.832,0.636,-0.636,0,1,487.0,44.7622,-44.7622,0,1,17.807,,,0,1,23.0984,,,,,610.0,,,,,10.1032,0.006,-0.006,0,1,673.028,10.005,-10.005,0,1,4481.6,49.0,-49.0,0,1,,,,0,1,8.18,,,0,1,2023-09-21 21:31:26,2025-08-21 12:03:43,1.6660672955790223,0.001987062815824897,5.711691673710457,6.333187378589126e-44
6496,6497,6685.01,6685,6764171,6764171.01,1,PC,19h00m25.61s,285.106706,,,-50d14m07.84s,-50.235512,,,-9.293,0.054,-0.054,0.0,1.0,-8.054,0.054,-0.054,0.0,1.0,2460134.88206,0.006406,-0.006406,0,1,10.7715898,0.0090391,-0.0090391,0,1,4.2203793,0.4993699,-0.4993699,0,1,947.4340655,100.32729,-100.32729,0,1,4.1568836,0.3818526,-0.3818526,0,1,156.3812767,,,,,901.9156818,,,,,10.2692,0.006,-0.006,0,1,191.447,1.134,-1.134,0,1,6055.0,133.355,-133.355,0,1,4.38226,0.0829728,-0.0829728,0,1,1.1335599,0.0530502,-0.0530502,0,1,2023-09-21 21:35:31,2023-09-22 12:03:21,4.694328495221083,0.00302427801106698,2.294596513849784,5.309028947048007e-14
6518,6519,6703.01,6703,255560319,255560319.01,1,PC,06h24m17.19s,96.071638,,,-53d34m32.49s,-53.575693,,,-39.515,0.045,-0.045,0.0,1.0,57.25,0.062,-0.062,0.0,1.0,2458365.827298,0.016335,-0.016335,0,1,49.6178223,0.0007248,-0.0007248,0,1,14.0758927,0.6766923,-0.6766923,0,1,88.0818849,10.856347,-10.856347,0,1,2.4730956,0.5435398,-0.5435398,0,1,72.767119,,,,,744.9095545,,,,,8.4379,0.006,-0.006,0,1,151.189,0.565,-0.565,0,1,5494.7,106.726,-106.726,0,1,3.63775,0.0743375,-0.0743375,0,1,2.46205,0.118015,-0.118015,0,1,2023-10-05 21:57:58,2024-12-05 16:02:02,4.558047695314954,0.0001993522470100598,10.885761978971894,1.7072906999957273e-55
6540,6541,6722.01,6722,220524097,220524097.01,1,PC,02h49m52.13s,42.467198,,,-62d43m24.91s,-62.723587,,,7.434,0.036,-0.036,0.0,1.0,-47.669,0.035,-0.035,0.0,1.0,2460156.166339,0.001182,-0.001182,0,1,3.9613114,0.0001568,-0.0001568,0,1,2.5843337,0.1193832,-0.1193832,0,1,15578.1136873,395.1928,-395.1928,0,1,9.2319785,0.4656645,-0.4656645,0,1,164.6967384,,,,,913.6734375,,,,,13.6157,0.006,-0.006,0,1,449.618,3.897,-3.897,0,1,5221.0,122.0,-122.0,0,1,4.64701,,,0,1,0.741696,,,0,1,2023-10-18 20:59:29,2024-12-05 16:02:02,0.660225295185454,0.0037701183996563473,5.999938852520468,2.528380067688349e-30
6583,6584,6760.01,6760,361467239,361467239.01,1,PC,16h12m39.68s,243.165316,,,-67d20m20.76s,-67.3391,,,-8.499,0.018,-0.018,0.0,1.0,-11.624,0.023,-0.023,0.0,1.0,2460120.980857,0.003627,-0.003627,0,1,5.2820398,3.68e-05,-3.68e-05,0,1,2.762,0.345,-0.345,0,1,12532.0,695.292,-695.292,0,1,9.84673,,,0,1,151.287,,,,,977.0,,,,,13.1542,0.006,-0.006,0,1,538.6,4.652,-4.652,0,1,5415.0,122.0,-122.0,0,1,4.37,,,0,1,1.05,,,0,1,2023-11-02 22:49:06,2025-05-17 12:03:19,12.90932114850761,0.008851246020548225,0.4091647995456859,5.163577142336481e-25
6609,6610,6784.01,6784,253857911,253857911.01,1,PC,18h53m04.8s,283.270016,,,-38d23m58.08s,-38.399466,,,6.595,0.053,-0.053,0.0,1.0,-4.22,0.046,-0.046,0.0,1.0,2460145.68361,0.003373,-0.003373,0,1,3.1539313,0.0009585,-0.0009585,0,1,4.023,0.331,-0.331,0,1,14772.0,492.545,-492.545,0,1,15.5528,,,0,1,1995.19,,,,,1861.0,,,,,13.1622,0.006,-0.006,0,1,1181.26,48.565,-48.565,0,1,6610.0,122.0,-122.0,0,1,4.12,,,0,1,1.7,,,0,1,2023-11-02 22:50:45,2024-09-12 12:02:47,6.772882456463272,0.03610328958341826,0.46567046162011055,1.8239874617752408e-113
6636,6637,6809.01,6809,29821723,29821723.01,1,PC,21h04m41.81s,316.174214,,,-26d30m25.55s,-26.507097,,,7.848,0.097,-0.097,0.0,1.0,-43.447,0.065,-0.065,0.0,1.0,2460177.250009,0.002714,-0.002714,0,1,2.6855972,0.0005809,-0.0005809,0,1,1.744,0.198,-0.198,0,1,31004.0,2058.48,-2058.48,0,1,11.0734,0.563009,-0.563009,0,1,49.8683,,,,,740.0,,,,,14.3972,0.007,-0.007,0,1,295.344,6.7115,-6.7115,0,1,3822.0,157.0,-157.0,0,1,4.64,0.01,-0.01,0,1,0.62,0.02,-0.02,0,1,2023-11-02 22:52:15,2024-08-22 10:08:01,0.8954480129364447,0.003422701535561705,2.9991659607274297,2.6029409946336903e-18
6707,6708,6873.01,6873,67395329,67395329.01,1,PC,08h05m49.2s,121.454994,,,+20d48m14.15s,20.803931,,,3.839,0.072,-0.072,0.0,1.0,39.763,0.047,-0.047,0.0,1.0,2460236.840703,0.003293,-0.003293,0,1,18.8204255,0.0043596,-0.0043596,0,1,2.4015591,0.2574801,-0.2574801,0,1,983.8549658,265.43448,-265.43448,0,1,3.5747237,1.09702,-1.09702,0,1,32.1751474,,,,,607.4351032,,,,,8.6781,0.006,-0.006,0,1,60.1874,0.15625,-0.15625,0,1,5450.0,121.382,-121.382,0,1,4.5378,0.08231,-0.08231,0,1,0.868947,0.0454222,-0.0454222,0,1,2023-12-21 22:11:12,2024-05-11 12:03:03,5.246584347019883,0.013477251339229116,3.587176771624801,3.346190008159142e-39
6749,6750,6911.01,6911,428812049,428812049.01,1,PC,02h53m24.22s,43.350899,,,+83d30m38.23s,83.51062,,,45.85,0.047,-0.047,0.0,1.0,-29.624,0.044,-0.044,0.0,1.0,2460645.525605,0.007996,-0.007996,0,1,16.2520546,0.0001325,-0.0001325,0,1,8.647,1.433,-1.433,0,1,220.0,12.3512,-12.3512,0,1,2.9719,0.17898,-0.17898,0,1,465.914,,,,,1294.0,,,,,8.96016,0.006,-0.006,0,1,219.07,1.431,-1.431,0,1,6696.0,222.3,-222.3,0,1,3.89,0.09,-0.09,0,1,2.24,0.1,-0.1,0,1,2024-02-15 23:14:20,2025-07-23 16:00:01,4.845102382909728,0.0022935939192048186,3.3543263517663426,4.5769355026557904e-51
6764,6765,6925.01,6925,57147191,57147191.01,1,PC,06h47m57.3s,101.98876,,,+22d56m06.75s,22.935209,,,32.011,0.096,-0.096,0.0,1.0,-39.589,0.084,-0.084,0.0,1.0,2460282.555616,0.002113,-0.002113,0,1,5.9785287,2.36e-05,-2.36e-05,0,1,2.481,0.177,-0.177,0,1,59578.0,3131.59,-3131.59,0,1,13.9371,0.650091,-0.650091,0,1,15.6338,,,,,553.0,,,,,14.8966,0.008,-0.008,0,1,324.628,6.347,-6.347,0,1,3674.0,157.0,-157.0,0,1,4.66,0.01,-0.01,0,1,0.59,0.02,-0.02,0,1,2024-02-29 23:27:36,2024-08-22 10:08:01,,,,
6860,6861,7004.01,7004,390207998,390207998.01,1,PC,18h50m34.41s,282.64336,,,+40d36m04.45s,40.601236,,,1.741,0.027,-0.027,0.0,1.0,3.348,0.031,-0.031,0.0,1.0,2460321.753883,0.010934,-0.010934,0,1,9.8162989,0.0001293,-0.0001293,0,1,5.37,1.113,-1.113,0,1,2369.0,192.801,-192.801,0,1,9.90817,0.713863,-0.713863,0,1,250.587,,,,,1108.0,,,,,12.5926,0.007,-0.007,0,1,948.197,14.211,-14.211,0,1,5755.9,107.5,-107.5,0,1,3.77,0.07,-0.07,0,1,2.18,0.1,-0.1,0,1,2024-05-30 23:40:48,2024-08-24 12:02:47,,,,
6887,6888,7029.01,7029,446166017,446166017.01,1,PC,12h14m04.56s,183.519002,,,+48d21m32.88s,48.359133,,,16.262,0.047,-0.047,0.0,1.0,-28.286,0.073,-0.073,0.0,1.0,2460392.777339,0.000765,-0.000765,0,1,1.9271521,3e-06,-3e-06,0,1,1.201,0.091,-0.091,0,1,58745.0,2910.97,-2910.97,0,1,13.364,0.587484,-0.587484,0,1,29.2163,,,,,647.0,,,,,14.8347,0.008,-0.008,0,1,263.55,4.888,-4.888,0,1,3516.0,157.0,-157.0,0,1,4.7,0.01,-0.01,0,1,0.55,0.02,-0.02,0,1,2024-05-30 23:42:01,2025-01-23 12:03:27,,,,
6978,6979,7108.01,7108,430406538,430406538.01,1,PC,22h10m17.03s,332.570963,,,+50d30m15.3s,50.504251,,,,,,,,,,,,,2460419.743954,0.002129,-0.002129,0,1,2.4425105,8.4e-06,-8.4e-06,0,1,2.964,0.415,-0.415,0,1,5639.0,293.824,-293.824,0,1,,,,0,1,,,,,,,,,,,13.0372,0.006,-0.006,0,1,1119.54,,,0,1,,,,0,1,,,,0,1,,,,0,1,2024-10-24 17:29:30,2024-10-28 12:03:05,,,,
6981,6982,711.02,711,38510224,38510224.02,2,PC,04h10m03.87s,62.516131,,,-61d56m33.6s,-61.942668,,,5.702,0.04,-0.04,0.0,1.0,-47.955,0.053,-0.053,0.0,1.0,2458342.537652,0.004037,-0.004037,0,1,35.9432773,0.0001315,-0.0001315,0,1,2.7244261,0.3590009,-0.3590009,0,1,1178.967443,109.010864,-109.010864,0,1,2.7375059,0.4681154,-0.4681154,0,1,4.2586368,,,,,366.384759,,,,,11.7481,0.006,-0.006,0,1,118.28,0.3065,-0.3065,0,1,4356.0,173.0,-173.0,0,1,4.60471,0.2,-0.2,0,1,0.681407,0.078794,-0.078794,0,1,2021-07-08 23:15:53,2024-12-05 16:02:02,9.75127360011174,0.003126552993509158,3.6860084922228133,0.0
7016,7017,7139.01,7139,269330087,269330087.01,1,PC,23h21m13.51s,350.306271,,,+65d15m27.7s,65.257695,,,-6.119,0.028,-0.028,0.0,1.0,-1.916,0.023,-0.023,0.0,1.0,2460446.086485,0.001834,-0.001834,0,1,3.8850223,6.7e-06,-6.7e-06,0,1,1.209,0.26,-0.26,0,1,6113.0,499.799,-499.799,0,1,11.9861,0.71709,-0.71709,0,1,192.359,,,,,1037.0,,,,,12.6728,0.038,-0.038,0,1,699.662,7.1055,-7.1055,0,1,7162.0,289.9,-289.9,0,1,4.3,0.09,-0.09,0,1,1.48,0.06,-0.06,0,1,2024-10-24 17:30:22,2024-10-28 12:03:05,,,,
7043,7044,7162.01,7162,341005781,341005781.01,1,PC,20h58m53.91s,314.724621,,,+59d35m43.07s,59.595297,,,-0.864,2.183,-2.183,0.0,1.0,1.269,2.183,-2.183,0.0,1.0,2460555.536835,0.003494,-0.003494,0,1,8.6393678,5.66e-05,-5.66e-05,0,1,2.325,0.349,-0.349,0,1,22505.0,1575.02,-1575.02,0,1,8.17498,0.553681,-0.553681,0,1,6.46156,,,,,444.0,,,,,14.4397,0.008,-0.008,0,1,,,,0,1,3468.0,157.0,-157.0,0,1,4.68,0.02,-0.02,0,1,0.56,0.03,-0.03,0,1,2024-10-24 17:29:33,2024-10-28 12:03:05,,,,
7126,7127,7238.01,7238,251743761,251743761.01,1,PC,19h46m37.23s,296.655105,,,-03d27m06.58s,-3.451828,,,30.745,0.039,-0.039,0.0,1.0,-47.733,0.023,-0.023,0.0,1.0,2460526.803768,0.000856,-0.000856,0,1,3.930467,8e-06,-8e-06,0,1,2.281,0.135,-0.135,0,1,19093.0,700.303,-700.303,0,1,12.1575,0.867475,-0.867475,0,1,115.741,,,,,913.0,,,,,12.5489,0.006,-0.006,0,1,265.571,1.6675,-1.6675,0,1,4913.0,132.8,-132.8,0,1,4.43,0.09,-0.09,0,1,0.91,0.06,-0.06,0,1,2025-03-06 22:39:52,2025-03-07 12:05:24,,,,
7132,7133,7243.01,7243,288953761,288953761.01,1,PC,18h26m52.84s,276.720157,,,+40d30m11.47s,40.503185,,,-0.105,0.029,-0.029,0.0,1.0,-4.435,0.031,-0.031,0.0,1.0,2460530.263939,0.001422,-0.001422,0,1,3.7352012,7.6e-06,-7.6e-06,0,1,2.892,0.144,-0.144,0,1,14256.0,461.727,-461.727,0,1,13.2011,,,0,1,410.022,,,,,1253.0,,,,,13.434,0.007,-0.007,0,1,789.12,9.448,-9.448,0,1,5816.0,122.0,-122.0,0,1,4.32,,,0,1,1.18,,,0,1,2025-03-06 22:39:52,2025-04-14 12:03:26,,,,
7156,7157,7265.01,7265,275717567,275717567.01,1,PC,21h14m48.96s,318.704018,,,+45d55m33.27s,45.925909,,,30.024,0.088,-0.088,0.0,1.0,-28.743,0.089,-0.089,0.0,1.0,2460576.091201,0.00121,-0.00121,0,1,4.1723,1.2e-05,-1.2e-05,0,1,1.684,0.113,-0.113,0,1,46257.0,2326.69,-2326.69,0,1,10.1574,0.452792,-0.452792,0,1,11.1296,,,,,508.0,,,,,14.0157,0.008,-0.008,0,1,143.97,1.05,-1.05,0,1,3392.0,157.0,-157.0,0,1,4.75,0.01,-0.01,0,1,0.49,0.01,-0.01,0,1,2025-03-06 22:41:35,2025-03-07 12:05:24,,,,
7160,7161,7269.01,7269,267817947,267817947.01,1,PC,19h33m56.3s,293.484598,,,+57d01m42.38s,57.028438,,,-20.623,0.026,-0.026,0.0,1.0,1.32,0.023,-0.023,0.0,1.0,2460597.476483,0.003664,-0.003664,0,1,11.656295,4.5e-05,-4.5e-05,0,1,2.665,0.413,-0.413,0,1,2171.0,140.761,-140.761,0,1,2.94972,0.334374,-0.334374,0,1,10.0605,,,,,496.0,,,,,12.6975,0.006,-0.006,0,1,141.905,0.2785,-0.2785,0,1,4004.0,129.5,-129.5,0,1,4.6,0.12,-0.12,0,1,0.66,0.07,-0.07,0,1,2025-03-06 22:41:35,2025-04-14 12:03:26,,,,
7326,7327,7416.01,7416,191373021,191373021.01,1,PC,00h41m02.62s,10.260932,,,+43d03m23.45s,43.056514,,,25.035,0.058,-0.058,0.0,1.0,-5.975,0.061,-0.061,0.0,1.0,2460610.041379,0.001048,-0.001048,0,1,0.3013943,3e-07,-3e-07,0,1,0.407,0.132,-0.132,0,1,4894.0,1717.21,-1717.21,0,1,7.35109,0.966051,-0.966051,0,1,1219.13,,,,,1646.0,,,,,12.8953,0.007,-0.007,0,1,341.637,3.9765,-3.9765,0,1,5223.8,117.9,-117.9,0,1,4.6,0.08,-0.08,0,1,0.78,0.04,-0.04,0,1,2025-05-01 20:31:59,2025-05-02 12:03:25,,,,
7330,7331,742.01,742,373424049,373424049.01,1,FP,09h20m13.63s,140.056794,,,-53d07m10.87s,-53.119685,,,2.654,0.063,-0.063,0.0,1.0,-0.909,0.062,-0.062,0.0,1.0,2458543.475174,0.00283,-0.00283,0,1,0.963081,0.000194,-0.000194,0,1,2.378514,0.265809,-0.265809,0,1,244.261214,18.360544,-18.360544,0,1,2.727644,0.596427,-0.596427,0,1,23744.773941,,,,,3166.006188,,,,,8.6333,0.006,-0.006,0,1,227.265,1.844,-1.844,0,1,8688.0,230.0,-230.0,0,1,4.32187,0.344824,-0.344824,0,1,1.68698,0.245108,-0.245108,0,1,2019-06-06 16:40:58,2021-10-29 12:59:15,0.9605077653969457,0.006211595728933913,1.0026790357098163,4.3273116531886656e-79
7335,7336,7424.01,7424,61520064,61520064.01,1,PC,01h41m13.28s,25.305352,,,+32d24m01.5s,32.400416,,,18.663,0.042,-0.042,0.0,1.0,-9.549,0.05,-0.05,0.0,1.0,2460631.491286,0.003344,-0.003344,0,1,3.1271505,8.7e-06,-8.7e-06,0,1,2.492,0.516,-0.516,0,1,4435.0,374.515,-374.515,0,1,6.0926,0.445047,-0.445047,0,1,412.075,,,,,1255.0,,,,,12.7599,0.007,-0.007,0,1,400.632,3.899,-3.899,0,1,5414.0,123.7,-123.7,0,1,4.49,0.08,-0.08,0,1,0.91,0.05,-0.05,0,1,2025-05-01 20:33:15,2025-05-02 12:03:25,,,,
7424,7425,775.01,775,304042899,304042899.01,1,FP,10h59m11.99s,164.799978,,,-59d14m02.29s,-59.23397,,,-24.478,0.089,-0.089,0.0,1.0,19.54,0.093,-0.093,0.0,1.0,2459313.56423,0.003533,-0.003533,0,1,12.4458741,0.0050027,-0.0050027,0,1,11.5424587,0.2581574,-0.2581574,0,1,7049.3777392,189.3522,-189.3522,0,1,21.0847933,8.848064,-8.848064,0,1,308.6584229,,,,,1069.0284982,,,,,9.5369,0.006,-0.006,0,1,220.953,2.6095,-2.6095,0,1,6746.0,202.0,-202.0,0,1,4.41572,0.439532,-0.439532,0,1,1.5288,0.0662512,-0.0662512,0,1,2019-06-05 19:57:34,2021-10-29 12:59:15,2.5598472366298326,0.01587763958848895,4.861959698964544,7.545273626120506e-169
7452,7453,796.01,796,277099925,277099925.01,1,FA,05h35m56.77s,83.986551,,,-67d27m34.54s,-67.459594,,,1.43,0.055,-0.055,0.0,1.0,0.65,0.057,-0.057,0.0,1.0,2458325.966891,0.000532,-0.000532,0,1,0.8086308,4.3e-06,-4.3e-06,0,1,3.0190282,0.1449003,-0.1449003,0,1,889.7191222,49.761765,-49.761765,0,1,3.0352964,0.413191,-0.413191,0,1,3462.2277004,,,,,1956.4045142,,,,,10.721,0.6,-0.6,0,1,9590.75,1415.39,-1415.39,0,1,5780.0,,,0,1,4.438,,,0,1,1.0,,,0,1,2019-05-24 18:30:47,2021-10-29 12:59:15,4.477621385718458,0.03840074564452736,0.180593831041445,0.0
7460,7461,802.01,802,167303382,167303382.01,1,PC,06h31m56.57s,97.985715,,,-68d42m42.48s,-68.7118,,,-57.122,0.056,-0.056,0.0,1.0,-449.845,0.053,-0.053,0.0,1.0,2458327.391469,0.001184,-0.001184,0,1,3.693916,8.9e-06,-8.9e-06,0,1,1.7264201,0.0739333,-0.0739333,0,1,74.807186,5.88551,-5.88551,0,1,0.6501353,0.4510467,-0.4510467,0,1,186.8668956,,,,,942.9807829,,,,,7.5209,0.006,-0.006,0,1,28.1042,0.0231,-0.0231,0,1,5235.78,28.5591,-28.5591,0,1,4.438,,,0,1,0.74982,0.0367236,-0.0367236,0,1,2019-06-14 18:35:01,2024-04-25 10:08:01,5.25012700654379,0.00040215665848503405,0.7035860266610466,1.6301777263059867e-185
7464,7465,806.01,806,33831980,33831980.01,1,PC,04h13m39.85s,63.416059,,,-76d05m52.85s,-76.098013,,,-42.732,0.038,-0.038,0.0,1.0,-74.262,0.04,-0.04,0.0,1.0,2458346.013246,0.002508,-0.002508,0,1,21.9166429,4.89e-05,-4.89e-05,0,1,3.3787978,0.4532627,-0.4532627,0,1,1306.4224091,70.94534,-70.94534,0,1,2.2852898,1.1000931,-1.1000931,0,1,5.8871402,,,,,397.279215,,,,,11.9763,0.006,-0.006,0,1,104.44,0.216,-0.216,0,1,4130.0,171.0,-171.0,0,1,4.438,,,0,1,0.631609,0.0584171,-0.0584171,0,1,2019-06-14 18:35:01,2024-09-17 10:08:02,8.930683741657393,0.00034979011459423265,2.4540834200375143,2.720170213824893e-47
7498,7499,836.02,836,440887364,440887364.02,2,CP,15h00m19.17s,225.079883,,,-24d27m15.13s,-24.454202,,,-199.576,0.076,-0.076,0.0,1.0,-27.911,0.07,-0.07,0.0,1.0,2459355.705342,0.001609,-0.001609,0,1,3.8167262,1.33e-05,-1.33e-05,0,1,1.602,0.128,-0.128,0,1,580.0,0.490274,-0.490274,0,1,1.69257,0.158074,-0.158074,0,1,40.9119,,,,,763.9863872,,,,,8.6486,0.006,-0.006,0,1,27.5024,0.02935,-0.02935,0,1,4476.0,175.0,-175.0,0,1,4.58156,0.337936,-0.337936,0,1,0.69,0.06,-0.06,0,1,2019-06-17 17:15:56,2024-09-09 10:08:01,9.295991504687231,0.027032358776402466,0.4105776342497223,0.0
7502,7503,840.01,840,287563610,287563610.01,1,KP,13h12m31.88s,198.132842,,,-45d35m26.07s,-45.590574,,,-13.42,0.054,-0.054,0.0,1.0,-1.788,0.052,-0.052,0.0,1.0,2459328.560231,0.002208,-0.002208,0,1,3.7993182,1.6e-05,-1.6e-05,0,1,2.302,0.188,-0.188,0,1,7590.0,7.13973,-7.13973,0,1,8.54839,,,0,1,225.371,,,,,1079.0,,,,,13.0546,0.006,-0.006,0,1,488.176,10.773,-10.773,0,1,5318.0,184.0,-184.0,0,1,4.43686,2.00392,-2.00392,0,1,0.97,,,0,1,2019-06-17 17:15:53,2023-01-24 16:02:02,3.31436314678697,0.0019686474054433963,1.1463192268726372,1.3776910181741e-15
7558,7559,893.01,893,123958679,123958679.01,1,PC,06h54m42.86s,103.678583,,,-07d07m52.74s,-7.131316,,,0.518,0.065,-0.065,0.0,1.0,-0.644,0.074,-0.074,0.0,1.0,2459210.205916,0.013669,-0.013669,0,1,5.6148305,0.0001365,-0.0001365,0,1,3.829,0.944,-0.944,0,1,2300.0,11.582,-11.582,0,1,9.62058,1.11908,-1.11908,0,1,3420.14,,,,,2130.0,,,,,11.4847,0.022,-0.022,0,1,1241.42,70.575,-70.575,0,1,9856.0,389.3,-389.3,0,1,4.01,0.08,-0.08,0,1,2.59,0.15,-0.15,0,1,2019-07-12 19:27:36,2021-10-29 12:59:15,3.7647900420828777,0.0013003580933644622,1.4914060112881047,0.0008258885698772274
7580,7581,913.02,913,407126408,407126408.02,2,PC,15h38m17.36s,234.572324,,,-80d48m12.34s,-80.803427,,,-40.069,0.04,-0.04,0.0,1.0,83.388,0.043,-0.043,0.0,1.0,2458648.072029,0.00819,-0.00819,0,1,1469.8512039,0.0110863,-0.0110863,0,1,5.9485102,0.5635867,-0.5635867,0,1,945.0433631,104.15302,-104.15302,0,1,2.7937261,0.2841252,-0.2841252,0,1,0.052211,,,,,121.9158623,,,,,9.6181,0.006,-0.006,0,1,65.1769,0.0991,-0.0991,0,1,4948.0,180.0,-180.0,0,1,4.60394,0.311168,-0.311168,0,1,0.732535,0.0488442,-0.0488442,0,1,2025-06-05 20:36:02,2025-07-22 12:04:25,8.178893889813875,0.006253440294720555,179.71271222023998,0.0
